interval_start,demand,solar,hot_water
2023-03-27 13:25:00,0.4318233333333324,-0.0008733333333324,-0.0004899999999996
2023-03-27 13:30:00,0.3390799999999992,-0.0026633333333328,-0.0001399999999992
2023-03-27 13:35:00,0.1144300000000008,-0.2748733333333332,-0.0001566666666659
2023-03-27 13:40:00,0.0,-0.831096666666666,-0.0001699999999991
2023-03-27 13:45:00,0.0,-1.00821,-0.0001466666666664
2023-03-27 13:50:00,0.0,-0.8624599999999991,-0.0001399999999992
2023-03-27 13:55:00,0.0,-0.7402399999999991,-0.0001099999999992
2023-03-27 14:00:00,0.0,-0.6981399999999995,-0.0001066666666656
2023-03-27 14:05:00,0.0,-0.7985033333333329,-0.0001299999999996
2023-03-27 14:10:00,0.0,-0.9641899999999992,-0.0001333333333332
2023-03-27 14:15:00,0.0,-0.9152066666666664,-0.000126666666666
2023-03-27 14:20:00,0.0,-0.839646666666666,-0.0001033333333332
2023-03-27 14:25:00,0.0,-0.9619733333333328,-0.0001066666666656
2023-03-27 14:30:00,0.0,-1.0675799999999989,-0.0001499999999988
2023-03-27 14:35:00,0.0,-0.7648999999999992,-0.0001466666666664
2023-03-27 14:40:00,0.0,-0.6976999999999992,-0.0001633333333332
2023-03-27 14:45:00,0.0,-0.580566666666666,-0.0001599999999996
2023-03-27 14:50:00,0.0,-0.4396233333333323,-0.0001433333333328
2023-03-27 14:55:00,0.0,-0.3693099999999996,-0.0001066666666656
2023-03-27 15:00:00,0.0,-0.4361966666666664,-0.0001166666666664
2023-03-27 15:05:00,0.0,-0.4557899999999988,-0.0001233333333323
2023-03-27 15:10:00,0.0,-0.4197266666666664,-0.0001199999999988
2023-03-27 15:15:00,0.0,-0.4655999999999988,-0.0001066666666656
2023-03-27 15:20:00,1.4766766666666666,-0.3828266666666664,1.5713499999999994
2023-03-27 15:25:00,3.522553333333332,-0.4514866666666656,3.65185
2023-03-27 15:30:00,3.4383666666666652,-0.5215099999999991,3.679103333333333
2023-03-27 15:35:00,3.291106666666667,-0.711606666666666,3.6800799999999994
2023-03-27 15:40:00,3.163366666666667,-0.947046666666666,3.73443
2023-03-27 15:45:00,0.173976666666666,-0.810696666666666,0.5526199999999992
2023-03-27 15:50:00,0.0,-0.6665633333333327,-0.0001466666666664
2023-03-27 15:55:00,0.0,-0.4373366666666664,-0.0001199999999988
2023-03-27 16:00:00,0.0,-0.3104799999999996,-0.0001033333333332
2023-03-27 16:05:00,0.0,-0.3171633333333323,-9.99999999996e-05
2023-03-27 16:10:00,0.0,-0.3787099999999991,-9.33333333324e-05
2023-03-27 16:15:00,0.0,-0.5161333333333331,-0.0001066666666656
2023-03-27 16:20:00,0.0,-0.3335333333333328,-0.0001133333333328
2023-03-27 16:25:00,0.0,-0.2154766666666656,-8.666666666640001e-05
2023-03-27 16:30:00,0.0032900000000015,-0.187416666666666,-8.99999999988e-05
2023-03-27 16:35:00,0.0,-0.2512466666666664,-7.66666666656e-05
2023-03-27 16:40:00,0.0,-0.357036666666666,-6.6666666666e-05
2023-03-27 16:45:00,0.0,-0.3793499999999987,-6.99999999996e-05
2023-03-27 16:50:00,0.0,-0.3159233333333328,-6.6666666666e-05
2023-03-27 16:55:00,0.0066366666666671,-0.2245766666666663,-0.0001033333333332
2023-03-27 17:00:00,0.1756033333333332,-0.1154499999999996,-0.0001233333333323
2023-03-27 17:05:00,0.2266899999999996,-0.0471499999999992,-0.0001233333333323
2023-03-27 17:10:00,0.1905266666666664,-0.0095033333333328,-9.99999999996e-05
2023-03-27 17:15:00,0.1443233333333328,-0.0067166666666664,-8.666666666640001e-05
2023-03-27 17:20:00,0.1431866666666664,-0.0046699999999992,-8.99999999988e-05
2023-03-27 17:25:00,0.1457199999999996,-0.0016366666666656,-9.33333333324e-05
2023-03-27 17:30:00,0.2397266666666676,0.0004533333333324,-0.0001133333333328
2023-03-27 17:35:00,0.2042266666666679,0.0028966666666656,-9.99999999996e-05
2023-03-27 17:40:00,0.1616900000000015,0.0047499999999996,-8.99999999988e-05
2023-03-27 17:45:00,0.0976266666666683,0.0043199999999988,-6.33333333324e-05
2023-03-27 17:50:00,0.0618100000000008,0.0037066666666656,-5.33333333328e-05
2023-03-27 17:55:00,0.0663400000000008,0.0016966666666655,-5.33333333328e-05
2023-03-27 18:00:00,0.0697866666666672,0.0007099999999992,-5.33333333328e-05
